image,class_id,class_type,time_of_day,range,orientation
INPUT\Dataset\cegr1923\cegr01923_0001_1253_PICKUP.mat,0001,PICKUP,Night,1000,1253
INPUT\Dataset\cegr1923\cegr01923_0001_1254_PICKUP.mat,0001,PICKUP,Night,1000,1254
INPUT\Dataset\cegr1923\cegr01923_0001_1255_PICKUP.mat,0001,PICKUP,Night,1000,1255
INPUT\Dataset\cegr1923\cegr01923_0001_1256_PICKUP.mat,0001,PICKUP,Night,1000,1256
INPUT\Dataset\cegr1923\cegr01923_0001_1257_PICKUP.mat,0001,PICKUP,Night,1000,1257
INPUT\Dataset\cegr1923\cegr01923_0001_1258_PICKUP.mat,0001,PICKUP,Night,1000,1258
INPUT\Dataset\cegr1923\cegr01923_0001_1259_PICKUP.mat,0001,PICKUP,Night,1000,1259
INPUT\Dataset\cegr1923\cegr01923_0001_1260_PICKUP.mat,0001,PICKUP,Night,1000,1260
INPUT\Dataset\cegr1923\cegr01923_0001_1261_PICKUP.mat,0001,PICKUP,Night,1000,1261
INPUT\Dataset\cegr1923\cegr01923_0001_1262_PICKUP.mat,0001,PICKUP,Night,1000,1262
INPUT\Dataset\cegr1923\cegr01923_0001_1263_PICKUP.mat,0001,PICKUP,Night,1000,1263
INPUT\Dataset\cegr1923\cegr01923_0001_1264_PICKUP.mat,0001,PICKUP,Night,1000,1264
INPUT\Dataset\cegr1923\cegr01923_0001_1265_PICKUP.mat,0001,PICKUP,Night,1000,1265
INPUT\Dataset\cegr1923\cegr01923_0001_1266_PICKUP.mat,0001,PICKUP,Night,1000,1266
INPUT\Dataset\cegr1923\cegr01923_0001_1267_PICKUP.mat,0001,PICKUP,Night,1000,1267
INPUT\Dataset\cegr1923\cegr01923_0001_1268_PICKUP.mat,0001,PICKUP,Night,1000,1268
INPUT\Dataset\cegr1923\cegr01923_0001_1269_PICKUP.mat,0001,PICKUP,Night,1000,1269
INPUT\Dataset\cegr1923\cegr01923_0001_1270_PICKUP.mat,0001,PICKUP,Night,1000,1270
INPUT\Dataset\cegr1923\cegr01923_0001_1271_PICKUP.mat,0001,PICKUP,Night,1000,1271
INPUT\Dataset\cegr1923\cegr01923_0001_1272_PICKUP.mat,0001,PICKUP,Night,1000,1272
INPUT\Dataset\cegr1923\cegr01923_0001_1273_PICKUP.mat,0001,PICKUP,Night,1000,1273
INPUT\Dataset\cegr1923\cegr01923_0001_1274_PICKUP.mat,0001,PICKUP,Night,1000,1274
INPUT\Dataset\cegr1923\cegr01923_0001_1275_PICKUP.mat,0001,PICKUP,Night,1000,1275
INPUT\Dataset\cegr1923\cegr01923_0001_1276_PICKUP.mat,0001,PICKUP,Night,1000,1276
INPUT\Dataset\cegr1923\cegr01923_0001_1277_PICKUP.mat,0001,PICKUP,Night,1000,1277
INPUT\Dataset\cegr1923\cegr01923_0001_1278_PICKUP.mat,0001,PICKUP,Night,1000,1278
INPUT\Dataset\cegr1923\cegr01923_0001_1279_PICKUP.mat,0001,PICKUP,Night,1000,1279
INPUT\Dataset\cegr1923\cegr01923_0001_1280_PICKUP.mat,0001,PICKUP,Night,1000,1280
INPUT\Dataset\cegr1923\cegr01923_0001_1281_PICKUP.mat,0001,PICKUP,Night,1000,1281
INPUT\Dataset\cegr1923\cegr01923_0001_1282_PICKUP.mat,0001,PICKUP,Night,1000,1282
INPUT\Dataset\cegr1923\cegr01923_0001_1283_PICKUP.mat,0001,PICKUP,Night,1000,1283
INPUT\Dataset\cegr1923\cegr01923_0001_1284_PICKUP.mat,0001,PICKUP,Night,1000,1284
INPUT\Dataset\cegr1923\cegr01923_0001_1285_PICKUP.mat,0001,PICKUP,Night,1000,1285
INPUT\Dataset\cegr1923\cegr01923_0001_1286_PICKUP.mat,0001,PICKUP,Night,1000,1286
INPUT\Dataset\cegr1923\cegr01923_0001_1287_PICKUP.mat,0001,PICKUP,Night,1000,1287
INPUT\Dataset\cegr1923\cegr01923_0001_1288_PICKUP.mat,0001,PICKUP,Night,1000,1288
INPUT\Dataset\cegr1923\cegr01923_0001_1289_PICKUP.mat,0001,PICKUP,Night,1000,1289
INPUT\Dataset\cegr1923\cegr01923_0001_1290_PICKUP.mat,0001,PICKUP,Night,1000,1290
INPUT\Dataset\cegr1923\cegr01923_0001_1291_PICKUP.mat,0001,PICKUP,Night,1000,1291
INPUT\Dataset\cegr1923\cegr01923_0001_1292_PICKUP.mat,0001,PICKUP,Night,1000,1292
INPUT\Dataset\cegr1923\cegr01923_0001_1293_PICKUP.mat,0001,PICKUP,Night,1000,1293
INPUT\Dataset\cegr1923\cegr01923_0001_1294_PICKUP.mat,0001,PICKUP,Night,1000,1294
INPUT\Dataset\cegr1923\cegr01923_0001_1295_PICKUP.mat,0001,PICKUP,Night,1000,1295
INPUT\Dataset\cegr1923\cegr01923_0001_1296_PICKUP.mat,0001,PICKUP,Night,1000,1296
INPUT\Dataset\cegr1923\cegr01923_0001_1297_PICKUP.mat,0001,PICKUP,Night,1000,1297
INPUT\Dataset\cegr1923\cegr01923_0001_1298_PICKUP.mat,0001,PICKUP,Night,1000,1298
INPUT\Dataset\cegr1923\cegr01923_0001_1299_PICKUP.mat,0001,PICKUP,Night,1000,1299
INPUT\Dataset\cegr1923\cegr01923_0001_1300_PICKUP.mat,0001,PICKUP,Night,1000,1300
INPUT\Dataset\cegr1923\cegr01923_0001_1301_PICKUP.mat,0001,PICKUP,Night,1000,1301
INPUT\Dataset\cegr1923\cegr01923_0001_1302_PICKUP.mat,0001,PICKUP,Night,1000,1302
INPUT\Dataset\cegr1923\cegr01923_0001_1303_PICKUP.mat,0001,PICKUP,Night,1000,1303
INPUT\Dataset\cegr1923\cegr01923_0001_1304_PICKUP.mat,0001,PICKUP,Night,1000,1304
INPUT\Dataset\cegr1923\cegr01923_0001_1305_PICKUP.mat,0001,PICKUP,Night,1000,1305
INPUT\Dataset\cegr1923\cegr01923_0001_1306_PICKUP.mat,0001,PICKUP,Night,1000,1306
INPUT\Dataset\cegr1923\cegr01923_0001_1307_PICKUP.mat,0001,PICKUP,Night,1000,1307
INPUT\Dataset\cegr1923\cegr01923_0001_1308_PICKUP.mat,0001,PICKUP,Night,1000,1308
INPUT\Dataset\cegr1923\cegr01923_0001_1309_PICKUP.mat,0001,PICKUP,Night,1000,1309
INPUT\Dataset\cegr1923\cegr01923_0001_1310_PICKUP.mat,0001,PICKUP,Night,1000,1310
INPUT\Dataset\cegr1923\cegr01923_0001_1311_PICKUP.mat,0001,PICKUP,Night,1000,1311
INPUT\Dataset\cegr1923\cegr01923_0001_1312_PICKUP.mat,0001,PICKUP,Night,1000,1312
INPUT\Dataset\cegr1923\cegr01923_0001_1313_PICKUP.mat,0001,PICKUP,Night,1000,1313
INPUT\Dataset\cegr1923\cegr01923_0001_1314_PICKUP.mat,0001,PICKUP,Night,1000,1314
INPUT\Dataset\cegr1923\cegr01923_0001_1315_PICKUP.mat,0001,PICKUP,Night,1000,1315
INPUT\Dataset\cegr1923\cegr01923_0001_1316_PICKUP.mat,0001,PICKUP,Night,1000,1316
INPUT\Dataset\cegr1923\cegr01923_0001_1317_PICKUP.mat,0001,PICKUP,Night,1000,1317
INPUT\Dataset\cegr1923\cegr01923_0001_1318_PICKUP.mat,0001,PICKUP,Night,1000,1318
INPUT\Dataset\cegr1923\cegr01923_0001_1319_PICKUP.mat,0001,PICKUP,Night,1000,1319
INPUT\Dataset\cegr1923\cegr01923_0001_1320_PICKUP.mat,0001,PICKUP,Night,1000,1320
INPUT\Dataset\cegr1923\cegr01923_0001_1321_PICKUP.mat,0001,PICKUP,Night,1000,1321
INPUT\Dataset\cegr1923\cegr01923_0001_1322_PICKUP.mat,0001,PICKUP,Night,1000,1322
INPUT\Dataset\cegr1923\cegr01923_0001_1323_PICKUP.mat,0001,PICKUP,Night,1000,1323
INPUT\Dataset\cegr1923\cegr01923_0001_1324_PICKUP.mat,0001,PICKUP,Night,1000,1324
INPUT\Dataset\cegr1923\cegr01923_0001_1325_PICKUP.mat,0001,PICKUP,Night,1000,1325
INPUT\Dataset\cegr1923\cegr01923_0001_1326_PICKUP.mat,0001,PICKUP,Night,1000,1326
INPUT\Dataset\cegr1923\cegr01923_0001_1327_PICKUP.mat,0001,PICKUP,Night,1000,1327
INPUT\Dataset\cegr1923\cegr01923_0001_1328_PICKUP.mat,0001,PICKUP,Night,1000,1328
INPUT\Dataset\cegr1923\cegr01923_0001_1329_PICKUP.mat,0001,PICKUP,Night,1000,1329
INPUT\Dataset\cegr1923\cegr01923_0001_1330_PICKUP.mat,0001,PICKUP,Night,1000,1330
INPUT\Dataset\cegr1923\cegr01923_0001_1331_PICKUP.mat,0001,PICKUP,Night,1000,1331
INPUT\Dataset\cegr1923\cegr01923_0001_1332_PICKUP.mat,0001,PICKUP,Night,1000,1332
INPUT\Dataset\cegr1923\cegr01923_0001_1333_PICKUP.mat,0001,PICKUP,Night,1000,1333
INPUT\Dataset\cegr1923\cegr01923_0001_1334_PICKUP.mat,0001,PICKUP,Night,1000,1334
INPUT\Dataset\cegr1923\cegr01923_0001_1335_PICKUP.mat,0001,PICKUP,Night,1000,1335
INPUT\Dataset\cegr1923\cegr01923_0001_1336_PICKUP.mat,0001,PICKUP,Night,1000,1336
INPUT\Dataset\cegr1923\cegr01923_0001_1337_PICKUP.mat,0001,PICKUP,Night,1000,1337
INPUT\Dataset\cegr1923\cegr01923_0001_1338_PICKUP.mat,0001,PICKUP,Night,1000,1338
INPUT\Dataset\cegr1923\cegr01923_0001_1339_PICKUP.mat,0001,PICKUP,Night,1000,1339
INPUT\Dataset\cegr1923\cegr01923_0001_1340_PICKUP.mat,0001,PICKUP,Night,1000,1340
INPUT\Dataset\cegr1923\cegr01923_0001_1341_PICKUP.mat,0001,PICKUP,Night,1000,1341
INPUT\Dataset\cegr1923\cegr01923_0001_1342_PICKUP.mat,0001,PICKUP,Night,1000,1342
INPUT\Dataset\cegr1923\cegr01923_0001_1343_PICKUP.mat,0001,PICKUP,Night,1000,1343
INPUT\Dataset\cegr1923\cegr01923_0001_1344_PICKUP.mat,0001,PICKUP,Night,1000,1344
INPUT\Dataset\cegr1923\cegr01923_0001_1345_PICKUP.mat,0001,PICKUP,Night,1000,1345
INPUT\Dataset\cegr1923\cegr01923_0001_1346_PICKUP.mat,0001,PICKUP,Night,1000,1346
INPUT\Dataset\cegr1923\cegr01923_0001_1347_PICKUP.mat,0001,PICKUP,Night,1000,1347
INPUT\Dataset\cegr1923\cegr01923_0001_1348_PICKUP.mat,0001,PICKUP,Night,1000,1348
INPUT\Dataset\cegr1923\cegr01923_0001_1349_PICKUP.mat,0001,PICKUP,Night,1000,1349
INPUT\Dataset\cegr1923\cegr01923_0001_1350_PICKUP.mat,0001,PICKUP,Night,1000,1350
INPUT\Dataset\cegr1923\cegr01923_0001_1351_PICKUP.mat,0001,PICKUP,Night,1000,1351
INPUT\Dataset\cegr1923\cegr01923_0001_1352_PICKUP.mat,0001,PICKUP,Night,1000,1352
INPUT\Dataset\cegr1923\cegr01923_0001_1353_PICKUP.mat,0001,PICKUP,Night,1000,1353
INPUT\Dataset\cegr1923\cegr01923_0001_1354_PICKUP.mat,0001,PICKUP,Night,1000,1354
INPUT\Dataset\cegr1923\cegr01923_0001_1355_PICKUP.mat,0001,PICKUP,Night,1000,1355
INPUT\Dataset\cegr1923\cegr01923_0001_1356_PICKUP.mat,0001,PICKUP,Night,1000,1356
INPUT\Dataset\cegr1923\cegr01923_0001_1357_PICKUP.mat,0001,PICKUP,Night,1000,1357
INPUT\Dataset\cegr1923\cegr01923_0001_1358_PICKUP.mat,0001,PICKUP,Night,1000,1358
INPUT\Dataset\cegr1923\cegr01923_0001_1359_PICKUP.mat,0001,PICKUP,Night,1000,1359
INPUT\Dataset\cegr1923\cegr01923_0001_1360_PICKUP.mat,0001,PICKUP,Night,1000,1360
INPUT\Dataset\cegr1923\cegr01923_0001_1361_PICKUP.mat,0001,PICKUP,Night,1000,1361
INPUT\Dataset\cegr1923\cegr01923_0001_1362_PICKUP.mat,0001,PICKUP,Night,1000,1362
INPUT\Dataset\cegr1923\cegr01923_0001_1363_PICKUP.mat,0001,PICKUP,Night,1000,1363
INPUT\Dataset\cegr1923\cegr01923_0001_1364_PICKUP.mat,0001,PICKUP,Night,1000,1364
INPUT\Dataset\cegr1923\cegr01923_0001_1365_PICKUP.mat,0001,PICKUP,Night,1000,1365
INPUT\Dataset\cegr1923\cegr01923_0001_1366_PICKUP.mat,0001,PICKUP,Night,1000,1366
INPUT\Dataset\cegr1923\cegr01923_0001_1367_PICKUP.mat,0001,PICKUP,Night,1000,1367
INPUT\Dataset\cegr1923\cegr01923_0001_1368_PICKUP.mat,0001,PICKUP,Night,1000,1368
INPUT\Dataset\cegr1923\cegr01923_0001_1369_PICKUP.mat,0001,PICKUP,Night,1000,1369
INPUT\Dataset\cegr1923\cegr01923_0001_1370_PICKUP.mat,0001,PICKUP,Night,1000,1370
INPUT\Dataset\cegr1923\cegr01923_0001_1371_PICKUP.mat,0001,PICKUP,Night,1000,1371
INPUT\Dataset\cegr1923\cegr01923_0001_1372_PICKUP.mat,0001,PICKUP,Night,1000,1372
INPUT\Dataset\cegr1923\cegr01923_0001_1373_PICKUP.mat,0001,PICKUP,Night,1000,1373
INPUT\Dataset\cegr1923\cegr01923_0001_1374_PICKUP.mat,0001,PICKUP,Night,1000,1374
INPUT\Dataset\cegr1923\cegr01923_0001_1375_PICKUP.mat,0001,PICKUP,Night,1000,1375
INPUT\Dataset\cegr1923\cegr01923_0001_1376_PICKUP.mat,0001,PICKUP,Night,1000,1376
INPUT\Dataset\cegr1923\cegr01923_0001_1377_PICKUP.mat,0001,PICKUP,Night,1000,1377
INPUT\Dataset\cegr1923\cegr01923_0001_1378_PICKUP.mat,0001,PICKUP,Night,1000,1378
INPUT\Dataset\cegr1923\cegr01923_0001_1379_PICKUP.mat,0001,PICKUP,Night,1000,1379
INPUT\Dataset\cegr1923\cegr01923_0001_1380_PICKUP.mat,0001,PICKUP,Night,1000,1380
INPUT\Dataset\cegr1923\cegr01923_0001_1381_PICKUP.mat,0001,PICKUP,Night,1000,1381
INPUT\Dataset\cegr1923\cegr01923_0001_1382_PICKUP.mat,0001,PICKUP,Night,1000,1382
INPUT\Dataset\cegr1923\cegr01923_0001_1383_PICKUP.mat,0001,PICKUP,Night,1000,1383
INPUT\Dataset\cegr1923\cegr01923_0001_1384_PICKUP.mat,0001,PICKUP,Night,1000,1384
INPUT\Dataset\cegr1923\cegr01923_0001_1385_PICKUP.mat,0001,PICKUP,Night,1000,1385
INPUT\Dataset\cegr1923\cegr01923_0001_1386_PICKUP.mat,0001,PICKUP,Night,1000,1386
INPUT\Dataset\cegr1923\cegr01923_0001_1387_PICKUP.mat,0001,PICKUP,Night,1000,1387
INPUT\Dataset\cegr1923\cegr01923_0001_1388_PICKUP.mat,0001,PICKUP,Night,1000,1388
INPUT\Dataset\cegr1923\cegr01923_0001_1389_PICKUP.mat,0001,PICKUP,Night,1000,1389
INPUT\Dataset\cegr1923\cegr01923_0001_1390_PICKUP.mat,0001,PICKUP,Night,1000,1390
INPUT\Dataset\cegr1923\cegr01923_0001_1391_PICKUP.mat,0001,PICKUP,Night,1000,1391
INPUT\Dataset\cegr1923\cegr01923_0001_1392_PICKUP.mat,0001,PICKUP,Night,1000,1392
INPUT\Dataset\cegr1923\cegr01923_0001_1393_PICKUP.mat,0001,PICKUP,Night,1000,1393
INPUT\Dataset\cegr1923\cegr01923_0001_1394_PICKUP.mat,0001,PICKUP,Night,1000,1394
INPUT\Dataset\cegr1923\cegr01923_0001_1395_PICKUP.mat,0001,PICKUP,Night,1000,1395
INPUT\Dataset\cegr1923\cegr01923_0001_1396_PICKUP.mat,0001,PICKUP,Night,1000,1396
INPUT\Dataset\cegr1923\cegr01923_0001_1397_PICKUP.mat,0001,PICKUP,Night,1000,1397
INPUT\Dataset\cegr1923\cegr01923_0001_1398_PICKUP.mat,0001,PICKUP,Night,1000,1398
INPUT\Dataset\cegr1923\cegr01923_0001_1399_PICKUP.mat,0001,PICKUP,Night,1000,1399
INPUT\Dataset\cegr1923\cegr01923_0001_1400_PICKUP.mat,0001,PICKUP,Night,1000,1400
INPUT\Dataset\cegr1923\cegr01923_0001_1401_PICKUP.mat,0001,PICKUP,Night,1000,1401
INPUT\Dataset\cegr1923\cegr01923_0001_1402_PICKUP.mat,0001,PICKUP,Night,1000,1402
INPUT\Dataset\cegr1923\cegr01923_0001_1403_PICKUP.mat,0001,PICKUP,Night,1000,1403
INPUT\Dataset\cegr1923\cegr01923_0001_1404_PICKUP.mat,0001,PICKUP,Night,1000,1404
INPUT\Dataset\cegr1923\cegr01923_0001_1405_PICKUP.mat,0001,PICKUP,Night,1000,1405
INPUT\Dataset\cegr1923\cegr01923_0001_1406_PICKUP.mat,0001,PICKUP,Night,1000,1406
INPUT\Dataset\cegr1923\cegr01923_0001_1407_PICKUP.mat,0001,PICKUP,Night,1000,1407
INPUT\Dataset\cegr1923\cegr01923_0001_1408_PICKUP.mat,0001,PICKUP,Night,1000,1408
INPUT\Dataset\cegr1923\cegr01923_0001_1409_PICKUP.mat,0001,PICKUP,Night,1000,1409
INPUT\Dataset\cegr1923\cegr01923_0001_1410_PICKUP.mat,0001,PICKUP,Night,1000,1410
INPUT\Dataset\cegr1923\cegr01923_0001_1411_PICKUP.mat,0001,PICKUP,Night,1000,1411
INPUT\Dataset\cegr1923\cegr01923_0001_1412_PICKUP.mat,0001,PICKUP,Night,1000,1412
INPUT\Dataset\cegr1923\cegr01923_0001_1413_PICKUP.mat,0001,PICKUP,Night,1000,1413
INPUT\Dataset\cegr1923\cegr01923_0001_1414_PICKUP.mat,0001,PICKUP,Night,1000,1414
INPUT\Dataset\cegr1923\cegr01923_0001_1415_PICKUP.mat,0001,PICKUP,Night,1000,1415
INPUT\Dataset\cegr1923\cegr01923_0001_1416_PICKUP.mat,0001,PICKUP,Night,1000,1416
INPUT\Dataset\cegr1923\cegr01923_0001_1417_PICKUP.mat,0001,PICKUP,Night,1000,1417
INPUT\Dataset\cegr1923\cegr01923_0001_1418_PICKUP.mat,0001,PICKUP,Night,1000,1418
INPUT\Dataset\cegr1923\cegr01923_0001_1419_PICKUP.mat,0001,PICKUP,Night,1000,1419
INPUT\Dataset\cegr1923\cegr01923_0001_1420_PICKUP.mat,0001,PICKUP,Night,1000,1420
INPUT\Dataset\cegr1923\cegr01923_0001_1421_PICKUP.mat,0001,PICKUP,Night,1000,1421
INPUT\Dataset\cegr1923\cegr01923_0001_1422_PICKUP.mat,0001,PICKUP,Night,1000,1422
INPUT\Dataset\cegr1923\cegr01923_0001_1423_PICKUP.mat,0001,PICKUP,Night,1000,1423
INPUT\Dataset\cegr1923\cegr01923_0001_1424_PICKUP.mat,0001,PICKUP,Night,1000,1424
INPUT\Dataset\cegr1923\cegr01923_0001_1425_PICKUP.mat,0001,PICKUP,Night,1000,1425
INPUT\Dataset\cegr1923\cegr01923_0001_1426_PICKUP.mat,0001,PICKUP,Night,1000,1426
INPUT\Dataset\cegr1923\cegr01923_0001_1427_PICKUP.mat,0001,PICKUP,Night,1000,1427
INPUT\Dataset\cegr1923\cegr01923_0001_1428_PICKUP.mat,0001,PICKUP,Night,1000,1428
INPUT\Dataset\cegr1923\cegr01923_0001_1429_PICKUP.mat,0001,PICKUP,Night,1000,1429
INPUT\Dataset\cegr1923\cegr01923_0001_1430_PICKUP.mat,0001,PICKUP,Night,1000,1430
INPUT\Dataset\cegr1923\cegr01923_0001_1431_PICKUP.mat,0001,PICKUP,Night,1000,1431
INPUT\Dataset\cegr1923\cegr01923_0001_1432_PICKUP.mat,0001,PICKUP,Night,1000,1432
INPUT\Dataset\cegr1923\cegr01923_0001_1433_PICKUP.mat,0001,PICKUP,Night,1000,1433
INPUT\Dataset\cegr1923\cegr01923_0001_1434_PICKUP.mat,0001,PICKUP,Night,1000,1434
INPUT\Dataset\cegr1923\cegr01923_0001_1435_PICKUP.mat,0001,PICKUP,Night,1000,1435
INPUT\Dataset\cegr1923\cegr01923_0001_1436_PICKUP.mat,0001,PICKUP,Night,1000,1436
INPUT\Dataset\cegr1923\cegr01923_0001_1437_PICKUP.mat,0001,PICKUP,Night,1000,1437
INPUT\Dataset\cegr1923\cegr01923_0001_1438_PICKUP.mat,0001,PICKUP,Night,1000,1438
INPUT\Dataset\cegr1923\cegr01923_0001_1439_PICKUP.mat,0001,PICKUP,Night,1000,1439
INPUT\Dataset\cegr1923\cegr01923_0001_1440_PICKUP.mat,0001,PICKUP,Night,1000,1440
INPUT\Dataset\cegr1923\cegr01923_0001_1441_PICKUP.mat,0001,PICKUP,Night,1000,1441
INPUT\Dataset\cegr1923\cegr01923_0001_1442_PICKUP.mat,0001,PICKUP,Night,1000,1442
INPUT\Dataset\cegr1923\cegr01923_0001_1443_PICKUP.mat,0001,PICKUP,Night,1000,1443
INPUT\Dataset\cegr1923\cegr01923_0001_1444_PICKUP.mat,0001,PICKUP,Night,1000,1444
INPUT\Dataset\cegr1923\cegr01923_0001_1445_PICKUP.mat,0001,PICKUP,Night,1000,1445
INPUT\Dataset\cegr1923\cegr01923_0001_1446_PICKUP.mat,0001,PICKUP,Night,1000,1446
INPUT\Dataset\cegr1923\cegr01923_0001_1447_PICKUP.mat,0001,PICKUP,Night,1000,1447
INPUT\Dataset\cegr1923\cegr01923_0001_1448_PICKUP.mat,0001,PICKUP,Night,1000,1448
INPUT\Dataset\cegr1923\cegr01923_0001_1449_PICKUP.mat,0001,PICKUP,Night,1000,1449
INPUT\Dataset\cegr1923\cegr01923_0001_1450_PICKUP.mat,0001,PICKUP,Night,1000,1450
INPUT\Dataset\cegr1923\cegr01923_0001_1451_PICKUP.mat,0001,PICKUP,Night,1000,1451
INPUT\Dataset\cegr1923\cegr01923_0001_1452_PICKUP.mat,0001,PICKUP,Night,1000,1452
INPUT\Dataset\cegr1923\cegr01923_0001_1453_PICKUP.mat,0001,PICKUP,Night,1000,1453
INPUT\Dataset\cegr1923\cegr01923_0001_1454_PICKUP.mat,0001,PICKUP,Night,1000,1454
INPUT\Dataset\cegr1923\cegr01923_0001_1455_PICKUP.mat,0001,PICKUP,Night,1000,1455
INPUT\Dataset\cegr1923\cegr01923_0001_1456_PICKUP.mat,0001,PICKUP,Night,1000,1456
INPUT\Dataset\cegr1923\cegr01923_0001_1457_PICKUP.mat,0001,PICKUP,Night,1000,1457
INPUT\Dataset\cegr1923\cegr01923_0001_1458_PICKUP.mat,0001,PICKUP,Night,1000,1458
INPUT\Dataset\cegr1923\cegr01923_0001_1459_PICKUP.mat,0001,PICKUP,Night,1000,1459
INPUT\Dataset\cegr1923\cegr01923_0001_1460_PICKUP.mat,0001,PICKUP,Night,1000,1460
INPUT\Dataset\cegr1923\cegr01923_0001_1461_PICKUP.mat,0001,PICKUP,Night,1000,1461
INPUT\Dataset\cegr1923\cegr01923_0001_1462_PICKUP.mat,0001,PICKUP,Night,1000,1462
INPUT\Dataset\cegr1923\cegr01923_0001_1463_PICKUP.mat,0001,PICKUP,Night,1000,1463
INPUT\Dataset\cegr1923\cegr01923_0001_1464_PICKUP.mat,0001,PICKUP,Night,1000,1464
INPUT\Dataset\cegr1923\cegr01923_0001_1465_PICKUP.mat,0001,PICKUP,Night,1000,1465
INPUT\Dataset\cegr1923\cegr01923_0001_1466_PICKUP.mat,0001,PICKUP,Night,1000,1466
INPUT\Dataset\cegr1923\cegr01923_0001_1467_PICKUP.mat,0001,PICKUP,Night,1000,1467
INPUT\Dataset\cegr1923\cegr01923_0001_1468_PICKUP.mat,0001,PICKUP,Night,1000,1468
INPUT\Dataset\cegr1923\cegr01923_0001_1469_PICKUP.mat,0001,PICKUP,Night,1000,1469
INPUT\Dataset\cegr1923\cegr01923_0001_1470_PICKUP.mat,0001,PICKUP,Night,1000,1470
INPUT\Dataset\cegr1923\cegr01923_0001_1471_PICKUP.mat,0001,PICKUP,Night,1000,1471
INPUT\Dataset\cegr1923\cegr01923_0001_1472_PICKUP.mat,0001,PICKUP,Night,1000,1472
INPUT\Dataset\cegr1923\cegr01923_0001_1473_PICKUP.mat,0001,PICKUP,Night,1000,1473
INPUT\Dataset\cegr1923\cegr01923_0001_1474_PICKUP.mat,0001,PICKUP,Night,1000,1474
INPUT\Dataset\cegr1923\cegr01923_0001_1475_PICKUP.mat,0001,PICKUP,Night,1000,1475
INPUT\Dataset\cegr1923\cegr01923_0001_1476_PICKUP.mat,0001,PICKUP,Night,1000,1476
INPUT\Dataset\cegr1923\cegr01923_0001_1477_PICKUP.mat,0001,PICKUP,Night,1000,1477
INPUT\Dataset\cegr1923\cegr01923_0001_1478_PICKUP.mat,0001,PICKUP,Night,1000,1478
INPUT\Dataset\cegr1923\cegr01923_0001_1479_PICKUP.mat,0001,PICKUP,Night,1000,1479
INPUT\Dataset\cegr1923\cegr01923_0001_1480_PICKUP.mat,0001,PICKUP,Night,1000,1480
INPUT\Dataset\cegr1923\cegr01923_0001_1481_PICKUP.mat,0001,PICKUP,Night,1000,1481
INPUT\Dataset\cegr1923\cegr01923_0001_1482_PICKUP.mat,0001,PICKUP,Night,1000,1482
INPUT\Dataset\cegr1923\cegr01923_0001_1483_PICKUP.mat,0001,PICKUP,Night,1000,1483
INPUT\Dataset\cegr1923\cegr01923_0001_1484_PICKUP.mat,0001,PICKUP,Night,1000,1484
INPUT\Dataset\cegr1923\cegr01923_0001_1485_PICKUP.mat,0001,PICKUP,Night,1000,1485
INPUT\Dataset\cegr1923\cegr01923_0001_1486_PICKUP.mat,0001,PICKUP,Night,1000,1486
INPUT\Dataset\cegr1923\cegr01923_0001_1487_PICKUP.mat,0001,PICKUP,Night,1000,1487
INPUT\Dataset\cegr1923\cegr01923_0001_1488_PICKUP.mat,0001,PICKUP,Night,1000,1488
INPUT\Dataset\cegr1923\cegr01923_0001_1489_PICKUP.mat,0001,PICKUP,Night,1000,1489
INPUT\Dataset\cegr1923\cegr01923_0001_1490_PICKUP.mat,0001,PICKUP,Night,1000,1490
INPUT\Dataset\cegr1923\cegr01923_0001_1491_PICKUP.mat,0001,PICKUP,Night,1000,1491
INPUT\Dataset\cegr1923\cegr01923_0001_1492_PICKUP.mat,0001,PICKUP,Night,1000,1492
INPUT\Dataset\cegr1923\cegr01923_0001_1493_PICKUP.mat,0001,PICKUP,Night,1000,1493
INPUT\Dataset\cegr1923\cegr01923_0001_1494_PICKUP.mat,0001,PICKUP,Night,1000,1494
INPUT\Dataset\cegr1923\cegr01923_0001_1495_PICKUP.mat,0001,PICKUP,Night,1000,1495
INPUT\Dataset\cegr1923\cegr01923_0001_1496_PICKUP.mat,0001,PICKUP,Night,1000,1496
INPUT\Dataset\cegr1923\cegr01923_0001_1497_PICKUP.mat,0001,PICKUP,Night,1000,1497
INPUT\Dataset\cegr1923\cegr01923_0001_1498_PICKUP.mat,0001,PICKUP,Night,1000,1498
INPUT\Dataset\cegr1923\cegr01923_0001_1499_PICKUP.mat,0001,PICKUP,Night,1000,1499
INPUT\Dataset\cegr1923\cegr01923_0001_1500_PICKUP.mat,0001,PICKUP,Night,1000,1500
INPUT\Dataset\cegr1923\cegr01923_0001_1501_PICKUP.mat,0001,PICKUP,Night,1000,1501
INPUT\Dataset\cegr1923\cegr01923_0001_1502_PICKUP.mat,0001,PICKUP,Night,1000,1502
INPUT\Dataset\cegr1923\cegr01923_0001_1503_PICKUP.mat,0001,PICKUP,Night,1000,1503
INPUT\Dataset\cegr1923\cegr01923_0001_1504_PICKUP.mat,0001,PICKUP,Night,1000,1504
INPUT\Dataset\cegr1923\cegr01923_0001_1505_PICKUP.mat,0001,PICKUP,Night,1000,1505
INPUT\Dataset\cegr1923\cegr01923_0001_1506_PICKUP.mat,0001,PICKUP,Night,1000,1506
